,Description,Source,Quantity,Invoice Count,UnitPrice,TopPrice
352,5 STRAND GLASS NECKLACE AMBER,Amazon,3.0,3,6.23,False
353,5 STRAND GLASS NECKLACE AMBER,Emag,1.0,1,6.35,False
354,5 STRAND GLASS NECKLACE AMBER,Website,2.0,2,6.29,True
355,5 STRAND GLASS NECKLACE AMETHYST,Amazon,1.0,1,6.23,True
356,5 STRAND GLASS NECKLACE AMETHYST,Emag,4.0,3,6.36,True
357,5 STRAND GLASS NECKLACE AMETHYST,Offline,1.0,1,6.23,True
358,5 STRAND GLASS NECKLACE AMETHYST,Website,3.0,3,6.23,True
359,5 STRAND GLASS NECKLACE BLACK,Amazon,1.0,1,6.23,False
360,5 STRAND GLASS NECKLACE BLACK,Emag,4.0,3,6.32,True
361,5 STRAND GLASS NECKLACE BLACK,Offline,4.0,1,6.35,True
362,5 STRAND GLASS NECKLACE BLACK,Website,2.0,1,6.35,True
363,5 STRAND GLASS NECKLACE CRYSTAL,Amazon,3.0,2,6.29,True
364,5 STRAND GLASS NECKLACE CRYSTAL,Emag,-1.0,3,6.35,False
365,5 STRAND GLASS NECKLACE CRYSTAL,Offline,13.0,8,6.32,True
366,5 STRAND GLASS NECKLACE CRYSTAL,Website,3.0,2,6.35,True
367,50'S CHRISTMAS PAPER GIFT BAG,Amazon,267.0,22,0.89,False
368,50'S CHRISTMAS PAPER GIFT BAG,Emag,339.0,32,0.95,False
369,50'S CHRISTMAS PAPER GIFT BAG,Offline,434.0,26,0.97,True
370,50'S CHRISTMAS PAPER GIFT BAG,Website,311.0,25,0.92,True
371,50CM METAL STRING WITH  7 CLIPS,Amazon,21.0,6,0.85,True
372,50CM METAL STRING WITH  7 CLIPS,Emag,17.0,5,1.34,True
373,50CM METAL STRING WITH  7 CLIPS,Offline,164.0,6,0.82,True
374,50CM METAL STRING WITH  7 CLIPS,Website,24.0,7,1.22,True
375,6 CHOCOLATE LOVE HEART T-LIGHTS,Amazon,159.0,33,2.46,True
376,6 CHOCOLATE LOVE HEART T-LIGHTS,Emag,453.0,43,2.59,True
377,6 CHOCOLATE LOVE HEART T-LIGHTS,Offline,326.0,39,2.49,True
378,6 CHOCOLATE LOVE HEART T-LIGHTS,Website,127.0,34,2.57,True
379,6 EGG HOUSE PAINTED WOOD,Amazon,74.0,45,10.42,True
380,6 EGG HOUSE PAINTED WOOD,Emag,56.0,33,10.09,False
381,6 EGG HOUSE PAINTED WOOD,Offline,63.0,35,9.78,True
382,6 EGG HOUSE PAINTED WOOD,Website,104.0,45,9.36,True
383,6 GIFT TAGS 50'S CHRISTMAS ,Amazon,837.0,73,1.01,True
384,6 GIFT TAGS 50'S CHRISTMAS ,Emag,775.0,80,0.96,False
385,6 GIFT TAGS 50'S CHRISTMAS ,Offline,1251.0,88,0.95,True
386,6 GIFT TAGS 50'S CHRISTMAS ,Website,820.0,94,0.97,True
387,6 GIFT TAGS VINTAGE CHRISTMAS ,Amazon,1054.0,86,0.93,False
388,6 GIFT TAGS VINTAGE CHRISTMAS ,Emag,1157.0,88,1.0,True
389,6 GIFT TAGS VINTAGE CHRISTMAS ,Offline,1025.0,91,1.01,True
390,6 GIFT TAGS VINTAGE CHRISTMAS ,Website,756.0,72,1.05,True
391,6 RIBBONS ELEGANT CHRISTMAS ,Amazon,445.0,60,1.72,True
392,6 RIBBONS ELEGANT CHRISTMAS ,Emag,345.0,53,1.85,True
393,6 RIBBONS ELEGANT CHRISTMAS ,Offline,430.0,43,1.82,True
394,6 RIBBONS ELEGANT CHRISTMAS ,Website,568.0,50,1.68,True
395,6 RIBBONS EMPIRE  ,Amazon,250.0,52,1.56,True
396,6 RIBBONS EMPIRE  ,Emag,365.0,59,1.6,True
397,6 RIBBONS EMPIRE  ,Offline,336.0,63,1.63,True
398,6 RIBBONS EMPIRE  ,Website,309.0,53,1.66,True
399,6 RIBBONS RUSTIC CHARM,Amazon,2410.0,253,2.22,True
400,6 RIBBONS RUSTIC CHARM,Emag,2593.0,251,2.22,True
401,6 RIBBONS RUSTIC CHARM,Offline,2200.0,244,2.15,True
402,6 RIBBONS RUSTIC CHARM,Website,1946.0,238,2.21,True
403,6 RIBBONS SHIMMERING PINKS ,Amazon,352.0,61,1.36,True
404,6 RIBBONS SHIMMERING PINKS ,Emag,475.0,54,1.41,False
405,6 RIBBONS SHIMMERING PINKS ,Offline,409.0,47,1.34,True
406,6 RIBBONS SHIMMERING PINKS ,Website,155.0,40,1.54,True
407,6 ROCKET BALLOONS ,Amazon,515.0,56,0.77,True
408,6 ROCKET BALLOONS ,Emag,456.0,58,0.73,True
409,6 ROCKET BALLOONS ,Offline,304.0,46,0.83,True
410,6 ROCKET BALLOONS ,Website,561.0,47,0.75,True
411,60 CAKE CASES DOLLY GIRL DESIGN,Amazon,1285.0,102,0.69,True
412,60 CAKE CASES DOLLY GIRL DESIGN,Emag,2100.0,113,0.68,True
413,60 CAKE CASES DOLLY GIRL DESIGN,Offline,2154.0,124,0.68,True
414,60 CAKE CASES DOLLY GIRL DESIGN,Website,1859.0,119,0.64,True
415,60 CAKE CASES VINTAGE CHRISTMAS,Amazon,4870.0,150,0.78,False
416,60 CAKE CASES VINTAGE CHRISTMAS,Emag,4321.0,170,0.71,False
417,60 CAKE CASES VINTAGE CHRISTMAS,Offline,3636.0,177,0.76,True
418,60 CAKE CASES VINTAGE CHRISTMAS,Website,2916.0,155,0.78,True
419,60 GOLD AND SILVER FAIRY CAKE CASES,Emag,1.0,1,0.55,True
420,60 GOLD AND SILVER FAIRY CAKE CASES,Offline,1.0,1,0.55,True
421,60 TEATIME FAIRY CAKE CASES,Amazon,4278.0,202,0.7,True
422,60 TEATIME FAIRY CAKE CASES,Emag,5221.0,219,0.66,True
423,60 TEATIME FAIRY CAKE CASES,Offline,4472.0,215,0.71,True
424,60 TEATIME FAIRY CAKE CASES,Website,4069.0,235,0.67,True
425,6PC WOOD PLATE SET DISPOSABLE,Amazon,64.0,14,2.11,False
426,6PC WOOD PLATE SET DISPOSABLE,Emag,41.0,9,1.92,True
427,6PC WOOD PLATE SET DISPOSABLE,Offline,334.0,9,1.63,True
428,6PC WOOD PLATE SET DISPOSABLE,Website,20.0,6,1.85,True
429,70'S ALPHABET WALL ART,Amazon,52.0,4,7.66,True
430,70'S ALPHABET WALL ART,Emag,10.0,5,8.25,True
431,70'S ALPHABET WALL ART,Offline,6.0,3,8.25,True
432,70'S ALPHABET WALL ART,Website,82.0,3,7.72,True
433,72 CAKE CASES VINTAGE CHRISTMAS,Offline,24.0,1,0.55,True
434,72 SWEETHEART FAIRY CAKE CASES,Amazon,2140.0,165,0.71,True
435,72 SWEETHEART FAIRY CAKE CASES,Emag,5103.0,180,0.68,True
436,72 SWEETHEART FAIRY CAKE CASES,Offline,3360.0,159,0.67,True
437,72 SWEETHEART FAIRY CAKE CASES,Website,2627.0,146,0.67,True
438,75 BLACK PETIT FOUR CASES,Amazon,23.0,4,0.42,True
439,75 BLACK PETIT FOUR CASES,Emag,6.0,5,0.42,True
440,75 BLACK PETIT FOUR CASES,Offline,10.0,5,0.42,True
441,75 BLACK PETIT FOUR CASES,Website,19.0,4,0.42,True
442,75 GREEN FAIRY CAKE CASES,Amazon,19.0,13,1.5,False
443,75 GREEN FAIRY CAKE CASES,Emag,23.0,14,1.43,True
444,75 GREEN FAIRY CAKE CASES,Offline,19.0,9,1.74,True
445,75 GREEN FAIRY CAKE CASES,Website,9.0,7,0.99,True
446,75 GREEN PETIT FOUR CASES,Amazon,78.0,17,0.64,True
447,75 GREEN PETIT FOUR CASES,Emag,161.0,19,0.62,True
448,75 GREEN PETIT FOUR CASES,Offline,80.0,17,0.71,True
449,75 GREEN PETIT FOUR CASES,Website,56.0,21,0.64,True
450,?,Amazon,4777.0,15,0.0,True
451,?,Emag,-1452.0,9,0.0,True
452,?,Offline,-3231.0,13,0.0,True
453,?,Website,-1478.0,10,0.0,True
454,? sold as sets?,Offline,-1200.0,1,0.0,True
455,??,Amazon,-525.0,3,0.0,True
456,??,Emag,-184.0,1,0.0,True
457,??,Offline,-775.0,2,0.0,True
458,??,Website,-365.0,1,0.0,True
459,?? missing,Offline,-170.0,1,0.0,True
460,???,Emag,-390.0,1,0.0,True
461,????damages????,Offline,-355.0,1,0.0,True
462,????missing,Offline,-124.0,1,0.0,True
463,???lost,Offline,-550.0,1,0.0,True
464,???missing,Amazon,-428.0,1,0.0,True
465,???missing,Website,-224.0,1,0.0,True
466,?display?,Website,-156.0,1,0.0,True
467,?lost,Offline,-232.0,1,0.0,True
468,?missing,Amazon,-2331.0,2,0.0,True
469,?sold as sets?,Offline,-600.0,1,0.0,True
470,A PRETTY THANK YOU CARD,Amazon,109.0,12,0.52,False
471,A PRETTY THANK YOU CARD,Emag,86.0,7,0.48,False
472,A PRETTY THANK YOU CARD,Offline,127.0,10,0.54,True
473,A PRETTY THANK YOU CARD,Website,134.0,7,0.53,True
474,A4 WALL TIDY BLUE OFFICE,Amazon,20.0,5,1.12,True
475,A4 WALL TIDY BLUE OFFICE,Emag,7.0,2,1.0,False
476,A4 WALL TIDY BLUE OFFICE,Offline,97.0,3,0.84,True
477,A4 WALL TIDY BLUE OFFICE,Website,3.0,2,1.48,True
478,A4 WALL TIDY RED FLOWERS,Amazon,6.0,1,0.53,True
479,A4 WALL TIDY RED FLOWERS,Offline,1.0,1,0.53,True
480,A4 WALL TIDY RED FLOWERS,Website,6.0,2,0.59,True
481,ABC TREASURE BOOK BOX ,Amazon,529.0,56,2.82,True
482,ABC TREASURE BOOK BOX ,Emag,637.0,64,2.64,True
483,ABC TREASURE BOOK BOX ,Offline,462.0,54,2.47,True
484,ABC TREASURE BOOK BOX ,Website,494.0,65,2.64,True
485,ABSTRACT CIRCLE JOURNAL ,Amazon,45.0,18,2.5,True
486,ABSTRACT CIRCLE JOURNAL ,Emag,69.0,17,2.5,True
487,ABSTRACT CIRCLE JOURNAL ,Offline,30.0,16,2.49,True
488,ABSTRACT CIRCLE JOURNAL ,Website,41.0,22,2.51,True
489,ABSTRACT CIRCLES POCKET BOOK,Amazon,48.0,17,0.85,False
490,ABSTRACT CIRCLES POCKET BOOK,Emag,42.0,9,0.85,False
491,ABSTRACT CIRCLES POCKET BOOK,Offline,46.0,12,0.85,True
492,ABSTRACT CIRCLES POCKET BOOK,Website,26.0,7,0.85,True
493,ABSTRACT CIRCLES SKETCHBOOK ,Amazon,51.0,22,4.59,False
494,ABSTRACT CIRCLES SKETCHBOOK ,Emag,42.0,24,4.68,True
495,ABSTRACT CIRCLES SKETCHBOOK ,Offline,29.0,19,4.73,True
496,ABSTRACT CIRCLES SKETCHBOOK ,Website,22.0,13,4.62,True
497,ACRYLIC GEOMETRIC LAMP,Amazon,11.0,6,18.97,False
498,ACRYLIC GEOMETRIC LAMP,Emag,5.0,3,14.8,True
499,ACRYLIC GEOMETRIC LAMP,Offline,13.0,7,15.99,True
500,ACRYLIC GEOMETRIC LAMP,Website,6.0,5,21.35,True
501,ADULT APRON APPLE DELIGHT,Amazon,86.0,15,6.07,True
502,ADULT APRON APPLE DELIGHT,Emag,43.0,13,6.75,False
503,ADULT APRON APPLE DELIGHT,Offline,29.0,11,6.54,True
504,ADULT APRON APPLE DELIGHT,Website,27.0,7,5.78,True
505,ADVENT CALENDAR GINGHAM SACK,Amazon,350.0,68,5.75,True
506,ADVENT CALENDAR GINGHAM SACK,Emag,238.0,58,6.06,True
507,ADVENT CALENDAR GINGHAM SACK,Offline,360.0,63,5.42,True
508,ADVENT CALENDAR GINGHAM SACK,Website,308.0,64,5.62,True
509,AFGHAN SLIPPER SOCK PAIR,Amazon,93.0,6,3.45,True
510,AFGHAN SLIPPER SOCK PAIR,Emag,274.0,7,3.38,True
511,AFGHAN SLIPPER SOCK PAIR,Offline,23.0,4,3.45,True
512,AFGHAN SLIPPER SOCK PAIR,Website,127.0,6,3.45,True
513,AGED GLASS SILVER T-LIGHT HOLDER,Amazon,2763.0,91,0.8,True
514,AGED GLASS SILVER T-LIGHT HOLDER,Emag,2441.0,99,0.84,True
515,AGED GLASS SILVER T-LIGHT HOLDER,Offline,2598.0,71,0.8,True
516,AGED GLASS SILVER T-LIGHT HOLDER,Website,2760.0,94,0.81,True
517,AIRLINE BAG VINTAGE JET SET BROWN,Amazon,117.0,48,4.9,False
518,AIRLINE BAG VINTAGE JET SET BROWN,Emag,96.0,47,5.17,True
519,AIRLINE BAG VINTAGE JET SET BROWN,Offline,62.0,33,5.08,True
520,AIRLINE BAG VINTAGE JET SET BROWN,Website,79.0,45,5.33,True
521,AIRLINE BAG VINTAGE JET SET RED,Amazon,139.0,64,4.73,True
522,AIRLINE BAG VINTAGE JET SET RED,Emag,141.0,63,4.62,False
523,AIRLINE BAG VINTAGE JET SET RED,Offline,142.0,52,4.61,True
524,AIRLINE BAG VINTAGE JET SET RED,Website,129.0,53,4.84,True
525,AIRLINE BAG VINTAGE JET SET WHITE,Amazon,62.0,26,4.4,True
526,AIRLINE BAG VINTAGE JET SET WHITE,Emag,84.0,43,4.78,True
527,AIRLINE BAG VINTAGE JET SET WHITE,Offline,62.0,33,4.85,True
528,AIRLINE BAG VINTAGE JET SET WHITE,Website,47.0,24,4.58,True
529,AIRLINE BAG VINTAGE TOKYO 78,Amazon,235.0,93,5.17,True
530,AIRLINE BAG VINTAGE TOKYO 78,Emag,219.0,100,5.17,False
531,AIRLINE BAG VINTAGE TOKYO 78,Offline,268.0,105,5.1,True
532,AIRLINE BAG VINTAGE TOKYO 78,Website,364.0,115,5.1,True
533,AIRLINE BAG VINTAGE WORLD CHAMPION ,Amazon,69.0,39,5.28,True
534,AIRLINE BAG VINTAGE WORLD CHAMPION ,Emag,84.0,38,5.2,False
535,AIRLINE BAG VINTAGE WORLD CHAMPION ,Offline,62.0,33,4.44,True
536,AIRLINE BAG VINTAGE WORLD CHAMPION ,Website,66.0,42,4.62,True
537,ALARM CLOCK BAKELIKE CHOCOLATE,Amazon,448.0,116,4.85,True
538,ALARM CLOCK BAKELIKE CHOCOLATE,Emag,573.0,127,4.63,False
539,ALARM CLOCK BAKELIKE CHOCOLATE,Offline,463.0,102,4.79,True
540,ALARM CLOCK BAKELIKE CHOCOLATE,Website,450.0,108,4.71,True
541,ALARM CLOCK BAKELIKE GREEN,Amazon,1579.0,276,4.5,True
542,ALARM CLOCK BAKELIKE GREEN,Emag,1453.0,229,4.51,True
543,ALARM CLOCK BAKELIKE GREEN,Offline,1614.0,281,4.66,True
544,ALARM CLOCK BAKELIKE GREEN,Website,1742.0,238,4.37,True
545,ALARM CLOCK BAKELIKE IVORY,Amazon,957.0,144,4.32,True
546,ALARM CLOCK BAKELIKE IVORY,Emag,660.0,162,4.47,True
547,ALARM CLOCK BAKELIKE IVORY,Offline,511.0,133,4.55,True
548,ALARM CLOCK BAKELIKE IVORY,Website,712.0,155,4.24,True
549,ALARM CLOCK BAKELIKE ORANGE,Amazon,564.0,127,4.36,True
550,ALARM CLOCK BAKELIKE ORANGE,Emag,704.0,113,4.45,False
551,ALARM CLOCK BAKELIKE ORANGE,Offline,518.0,119,4.61,True
552,ALARM CLOCK BAKELIKE ORANGE,Website,509.0,114,4.5,True
553,ALARM CLOCK BAKELIKE PINK,Amazon,889.0,205,4.58,False
554,ALARM CLOCK BAKELIKE PINK,Emag,897.0,195,4.62,True
555,ALARM CLOCK BAKELIKE PINK,Offline,1217.0,194,4.61,True
556,ALARM CLOCK BAKELIKE PINK,Website,2320.0,216,4.44,True
557,ALARM CLOCK BAKELIKE RED ,Amazon,2516.0,283,4.31,False
558,ALARM CLOCK BAKELIKE RED ,Emag,1727.0,280,4.41,True
559,ALARM CLOCK BAKELIKE RED ,Offline,1560.0,268,4.34,True
560,ALARM CLOCK BAKELIKE RED ,Website,1938.0,276,4.42,True
561,ALPHABET HEARTS STICKER SHEET,Amazon,126.0,14,0.9,True
562,ALPHABET HEARTS STICKER SHEET,Emag,103.0,14,1.07,False
563,ALPHABET HEARTS STICKER SHEET,Offline,49.0,13,1.09,True
564,ALPHABET HEARTS STICKER SHEET,Website,123.0,20,1.03,True
565,ALPHABET STENCIL CRAFT,Amazon,259.0,51,1.36,True
566,ALPHABET STENCIL CRAFT,Emag,482.0,46,1.32,True
567,ALPHABET STENCIL CRAFT,Offline,374.0,47,1.32,True
568,ALPHABET STENCIL CRAFT,Website,1150.0,49,1.4,True
569,ALUMINIUM HEART,Amazon,16.0,3,2.49,True
570,ALUMINIUM HEART,Offline,12.0,2,2.49,True
571,ALUMINIUM HEART,Website,2.0,1,2.49,True
572,ALUMINIUM STAMPED HEART,Amazon,213.0,35,2.69,False
573,ALUMINIUM STAMPED HEART,Emag,280.0,39,2.53,True
574,ALUMINIUM STAMPED HEART,Offline,154.0,30,2.57,True
575,ALUMINIUM STAMPED HEART,Website,136.0,29,2.56,True
576,AMAZON,Amazon,1.0,1,0.0,False
577,AMAZON,Offline,1.0,1,0.0,True
578,AMAZON,Website,1.0,1,0.0,True
579,AMAZON FEE,Amazon,-8.0,10,9685.45,True
580,AMAZON FEE,Emag,-7.0,7,6855.59,False
581,AMAZON FEE,Offline,-12.0,12,6302.94,True
582,AMAZON FEE,Website,-3.0,5,5712.75,True
583,AMBER 3 BEAD DROP EARRINGS,Amazon,3.0,3,2.9,True
584,AMBER 3 BEAD DROP EARRINGS,Offline,2.0,2,2.9,True
585,AMBER 3 BEAD DROP EARRINGS,Website,3.0,3,2.9,True
586,AMBER BERTIE GLASS BEAD BAG CHARM,Amazon,1.0,1,4.13,True
587,AMBER BERTIE GLASS BEAD BAG CHARM,Emag,2.0,2,1.88,True
588,AMBER BERTIE GLASS BEAD BAG CHARM,Offline,3.0,3,1.64,True
589,AMBER BERTIE GLASS BEAD BAG CHARM,Website,5.0,4,1.65,True
590,AMBER BERTIE MOBILE PHONE CHARM,Website,2.0,1,3.29,True
591,AMBER CHUNKY BEAD BRACELET W STRAP,Amazon,2.0,2,9.25,False
592,AMBER CHUNKY BEAD BRACELET W STRAP,Emag,9.0,5,9.07,True
593,AMBER CHUNKY BEAD BRACELET W STRAP,Offline,1.0,1,8.95,True
594,AMBER CHUNKY BEAD BRACELET W STRAP,Website,1.0,1,9.15,True
595,AMBER CHUNKY GLASS+BEAD NECKLACE,Amazon,5.0,5,11.88,True
596,AMBER CHUNKY GLASS+BEAD NECKLACE,Offline,2.0,2,11.95,True
597,AMBER CHUNKY GLASS+BEAD NECKLACE,Website,1.0,1,11.95,True
598,AMBER CRYSTAL DROP EARRINGS,Offline,3.0,3,2.92,True
599,AMBER DIAMANTE EXPANDABLE RING,Amazon,9.0,4,4.22,True
600,AMBER DIAMANTE EXPANDABLE RING,Emag,12.0,4,4.2,True
601,AMBER DIAMANTE EXPANDABLE RING,Offline,2.0,4,4.22,True
602,AMBER DIAMANTE EXPANDABLE RING,Website,2.0,2,4.15,True
603,AMBER DROP EARRINGS W LONG BEADS,Amazon,11.0,5,2.92,False
604,AMBER DROP EARRINGS W LONG BEADS,Emag,1.0,7,2.91,True
605,AMBER DROP EARRINGS W LONG BEADS,Offline,4.0,4,2.92,True
606,AMBER DROP EARRINGS W LONG BEADS,Website,18.0,8,2.93,True
607,AMBER FINE BEAD NECKLACE W TASSEL,Amazon,1.0,1,5.95,True
608,AMBER FINE BEAD NECKLACE W TASSEL,Emag,3.0,2,5.88,True
609,AMBER FINE BEAD NECKLACE W TASSEL,Offline,1.0,1,5.82,True
610,AMBER FINE BEAD NECKLACE W TASSEL,Website,1.0,1,5.82,True
611,AMBER GLASS TASSLE BAG CHARM,Amazon,1.0,1,1.63,True
612,AMBER GLASS TASSLE BAG CHARM,Emag,2.0,2,1.66,True
613,AMBER GLASS TASSLE BAG CHARM,Offline,5.0,3,2.07,True
614,AMBER GLASS TASSLE BAG CHARM,Website,6.0,1,2.95,True
615,AMBER GLASS/SHELL/PEARL NECKLACE,Amazon,3.0,3,9.15,True
616,AMBER GLASS/SHELL/PEARL NECKLACE,Emag,1.0,1,9.34,False
617,AMBER GLASS/SHELL/PEARL NECKLACE,Offline,1.0,1,9.15,True
618,AMBER GLASS/SHELL/PEARL NECKLACE,Website,2.0,2,9.05,True
619,AMBER GLASS/SILVER BRACELET,Amazon,1.0,1,8.95,True
620,AMBER GLASS/SILVER BRACELET,Emag,7.0,5,8.99,True
621,AMBER GLASS/SILVER BRACELET,Offline,10.0,7,9.15,True
622,AMBER GLASS/SILVER BRACELET,Website,7.0,3,9.21,True
623,AMETHYST 3 BEAD DROP EARRINGS,Amazon,1.0,1,2.9,True
624,AMETHYST 3 BEAD DROP EARRINGS,Emag,1.0,1,2.9,False
625,AMETHYST 3 BEAD DROP EARRINGS,Offline,2.0,2,2.9,True
626,AMETHYST 3 BEAD DROP EARRINGS,Website,1.0,1,2.9,True
627,AMETHYST CHUNKY BEAD BRACELET W STR,Amazon,9.0,5,9.11,False
628,AMETHYST CHUNKY BEAD BRACELET W STR,Emag,5.0,4,8.95,True
629,AMETHYST CHUNKY BEAD BRACELET W STR,Offline,5.0,4,9.1,True
630,AMETHYST CHUNKY BEAD BRACELET W STR,Website,14.0,8,9.05,True
631,AMETHYST DIAMANTE EXPANDABLE RING,Amazon,-3.0,4,4.2,True
632,AMETHYST DIAMANTE EXPANDABLE RING,Emag,3.0,3,4.18,True
633,AMETHYST DIAMANTE EXPANDABLE RING,Offline,5.0,4,4.2,True
634,AMETHYST DIAMANTE EXPANDABLE RING,Website,9.0,3,4.21,True
635,AMETHYST DROP EARRINGS W LONG BEADS,Amazon,6.0,5,2.91,True
636,AMETHYST DROP EARRINGS W LONG BEADS,Emag,7.0,4,2.9,True
637,AMETHYST DROP EARRINGS W LONG BEADS,Offline,2.0,2,2.93,True
638,AMETHYST DROP EARRINGS W LONG BEADS,Website,6.0,6,2.91,True
639,AMETHYST GLASS/SHELL/PEARL NECKLACE,Amazon,3.0,3,9.21,True
640,AMETHYST GLASS/SHELL/PEARL NECKLACE,Emag,5.0,5,9.19,False
641,AMETHYST GLASS/SHELL/PEARL NECKLACE,Offline,5.0,4,9.15,True
642,AMETHYST GLASS/SHELL/PEARL NECKLACE,Website,2.0,2,9.15,True
643,AMETHYST HOOP EARRING FLORAL LEAF,Amazon,1.0,1,2.9,True
644,AMETHYST HOOP EARRING FLORAL LEAF,Emag,4.0,4,2.93,False
645,AMETHYST HOOP EARRING FLORAL LEAF,Offline,6.0,4,2.92,True
646,AMETHYST HOOP EARRING FLORAL LEAF,Website,1.0,1,2.95,True
647,ANGEL DECORATION 3 BUTTONS ,Amazon,1492.0,48,0.53,True
648,ANGEL DECORATION 3 BUTTONS ,Emag,937.0,44,0.52,True
649,ANGEL DECORATION 3 BUTTONS ,Offline,732.0,42,0.56,True
650,ANGEL DECORATION 3 BUTTONS ,Website,581.0,38,0.55,True
651,ANGEL DECORATION PAINTED ZINC ,Amazon,130.0,17,0.75,True
652,ANGEL DECORATION PAINTED ZINC ,Emag,249.0,29,0.68,False
653,ANGEL DECORATION PAINTED ZINC ,Offline,111.0,15,0.72,True
654,ANGEL DECORATION PAINTED ZINC ,Website,422.0,17,0.7,True
655,ANGEL DECORATION STARS ON DRESS,Amazon,959.0,35,0.55,False
656,ANGEL DECORATION STARS ON DRESS,Emag,403.0,38,0.55,True
657,ANGEL DECORATION STARS ON DRESS,Offline,498.0,31,0.51,True
658,ANGEL DECORATION STARS ON DRESS,Website,723.0,37,0.55,True
659,ANGEL DECORATION WITH LACE PADDED,Amazon,75.0,3,0.85,True
660,ANGEL DECORATION WITH LACE PADDED,Emag,136.0,7,0.85,True
661,ANGEL DECORATION WITH LACE PADDED,Website,1.0,1,0.85,True
662,ANIMAL STICKERS,Amazon,420.0,8,0.21,True
663,ANIMAL STICKERS,Emag,379.0,11,0.21,True
664,ANIMAL STICKERS,Offline,296.0,12,0.21,True
665,ANIMAL STICKERS,Website,678.0,16,0.21,True
666,ANIMALS AND NATURE WALL ART,Amazon,6.0,1,3.75,False
667,ANIMALS AND NATURE WALL ART,Emag,24.0,4,3.75,True
668,ANIMALS AND NATURE WALL ART,Offline,150.0,6,3.67,True
669,ANIMALS AND NATURE WALL ART,Website,87.0,6,3.67,True
670,ANT COPPER LIME BOUDICCA BRACELET,Amazon,19.0,14,4.99,True
671,ANT COPPER LIME BOUDICCA BRACELET,Emag,29.0,12,4.99,False
672,ANT COPPER LIME BOUDICCA BRACELET,Offline,11.0,10,4.99,True
673,ANT COPPER LIME BOUDICCA BRACELET,Website,24.0,14,4.98,True
674,ANT COPPER PINK BOUDICCA BRACELET,Amazon,15.0,9,4.99,True
675,ANT COPPER PINK BOUDICCA BRACELET,Emag,20.0,12,5.0,False
676,ANT COPPER PINK BOUDICCA BRACELET,Offline,20.0,6,5.01,True
677,ANT COPPER PINK BOUDICCA BRACELET,Website,9.0,7,4.99,True
678,ANT COPPER RED BOUDICCA BRACELET,Amazon,7.0,7,4.99,False
679,ANT COPPER RED BOUDICCA BRACELET,Emag,5.0,3,5.01,False
680,ANT COPPER RED BOUDICCA BRACELET,Offline,4.0,4,5.0,True
681,ANT COPPER RED BOUDICCA BRACELET,Website,8.0,7,5.02,True
682,ANT COPPER TURQ BOUDICCA BRACELET,Amazon,35.0,11,4.97,True
683,ANT COPPER TURQ BOUDICCA BRACELET,Emag,16.0,11,4.98,True
684,ANT COPPER TURQ BOUDICCA BRACELET,Offline,16.0,8,4.98,True
685,ANT COPPER TURQ BOUDICCA BRACELET,Website,9.0,7,5.01,True
686,ANT SILVER FUSCHIA BOUDICCA RING,Amazon,3.0,2,2.95,True
687,ANT SILVER FUSCHIA BOUDICCA RING,Emag,2.0,1,2.95,True
688,ANT SILVER FUSCHIA BOUDICCA RING,Offline,1.0,1,2.95,True
689,ANT SILVER FUSCHIA BOUDICCA RING,Website,8.0,3,2.95,True
690,ANT SILVER LIME GREEN BOUDICCA RING,Amazon,9.0,3,2.95,True
691,ANT SILVER LIME GREEN BOUDICCA RING,Emag,6.0,3,2.95,True
692,ANT SILVER LIME GREEN BOUDICCA RING,Offline,4.0,2,2.95,True
693,ANT SILVER LIME GREEN BOUDICCA RING,Website,7.0,3,2.95,True
694,ANT SILVER PURPLE BOUDICCA RING,Amazon,2.0,1,2.95,True
695,ANT SILVER PURPLE BOUDICCA RING,Website,8.0,4,2.95,True
696,ANT SILVER TURQUOISE BOUDICCA RING,Offline,6.0,1,2.95,True
697,ANT WHITE WIRE HEART SPIRAL,Amazon,61.0,27,5.84,True
698,ANT WHITE WIRE HEART SPIRAL,Emag,132.0,32,5.14,True
699,ANT WHITE WIRE HEART SPIRAL,Offline,32.0,17,5.78,True
700,ANT WHITE WIRE HEART SPIRAL,Website,113.0,29,6.03,True
701,ANTIQUE ALL GLASS CANDLESTICK,Amazon,295.0,54,2.31,False
702,ANTIQUE ALL GLASS CANDLESTICK,Emag,369.0,59,2.33,True
703,ANTIQUE ALL GLASS CANDLESTICK,Offline,236.0,40,2.3,True
704,ANTIQUE ALL GLASS CANDLESTICK,Website,268.0,50,2.3,True
705,ANTIQUE CREAM CUTLERY CUPBOARD,Amazon,11.0,8,8.36,True
706,ANTIQUE CREAM CUTLERY CUPBOARD,Emag,8.0,7,12.02,True
707,ANTIQUE CREAM CUTLERY CUPBOARD,Offline,12.0,9,14.04,True
708,ANTIQUE CREAM CUTLERY CUPBOARD,Website,19.0,12,10.92,True
709,ANTIQUE CREAM CUTLERY SHELF ,Amazon,1.0,1,8.5,True
710,ANTIQUE CREAM CUTLERY SHELF ,Emag,11.0,9,9.44,True
711,ANTIQUE CREAM CUTLERY SHELF ,Offline,13.0,6,8.5,True
712,ANTIQUE CREAM CUTLERY SHELF ,Website,4.0,3,8.5,True
713,ANTIQUE GLASS DRESSING TABLE POT,Amazon,388.0,72,3.98,False
